run_id,model,provider,model_id,corpus_version,pipeline_hash,prompt_hash,item_id,item_axis,twin_of,field_ordinal,field,field_axis,field_correct,field_retrieval_hit,expected,got,case_correct,fields_correct,fields_total,item_retrieval_hit,reply_parsed,latency_ms,ttft_ms,tokens_in,tokens_out,tokens_reasoning,tokens_cached,cost_usd,retries,finish_reason,error
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-006,supersession,,3,retention_scope,facts,false,true,request logs,,false,0,4,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-007,supersession,,0,current_value,supersession,false,true,400,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-007,supersession,,1,value_on_date,asof,false,true,365,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-007,supersession,,2,set_by,entities,false,true,clara vogt,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-007,supersession,,3,retention_scope,facts,false,true,audit records,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-007,supersession,,4,legal_hold_days,abstain,true,,,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-008,supersession,,0,current_value,supersession,false,true,96,,false,0,4,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-008,supersession,,1,value_on_date,asof,false,true,64,,false,0,4,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-008,supersession,,2,set_by,entities,false,true,lukas fenn,,false,0,4,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-008,supersession,,3,upload_endpoint,facts,false,true,bundles,,false,0,4,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-009,supersession,,0,current_value,supersession,false,true,24,,false,1,5,true,true,9,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-009,supersession,,1,value_on_date,asof,false,true,16,,false,1,5,true,true,9,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-009,supersession,,2,set_by,entities,false,true,ravi sundaram,,false,1,5,true,true,9,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-009,supersession,,3,chunk_transport,facts,false,true,http,,false,1,5,true,true,9,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-009,supersession,,4,chunk_count_limit,abstain,true,,,,false,1,5,true,true,9,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-twin-003,asof,v2-case-009,0,value_on_date,asof,false,true,16,,false,0,1,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-010,supersession,,0,current_value,supersession,false,true,30,,false,0,4,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-010,supersession,,1,value_on_date,asof,false,true,60,,false,0,4,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-010,supersession,,2,set_by,entities,false,true,ravi menon,,false,0,4,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-010,supersession,,3,coverage_window,facts,false,true,business hours,,false,0,4,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-011,facts,,0,start_utc,facts,false,false,15:20,,false,1,5,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-011,facts,,1,duration_minutes,conflict,false,false,72,,false,1,5,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-011,facts,,2,root_cause_issue,join,false,true,wrn-204,,false,1,5,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-011,facts,,3,regions_affected,exhaustive,false,true,"[""amsterdam"",""dublin"",""frankfurt""]",,false,1,5,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-011,facts,,4,customer_credits_eur,abstain,true,,,,false,1,5,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-twin-004,join,v2-case-011,0,root_cause_issue,join,false,true,wrn-204,,false,0,1,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-012,facts,,0,start_utc,facts,false,false,08:05,,false,1,5,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-012,facts,,1,duration_minutes,conflict,false,false,26,,false,1,5,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-012,facts,,2,root_cause_issue,join,false,true,wrn-207,,false,1,5,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-012,facts,,3,regions_affected,exhaustive,false,false,"[""sydney"",""virginia""]",,false,1,5,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-012,facts,,4,customer_credits_eur,abstain,true,,,,false,1,5,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-twin-005,exhaustive,v2-case-012,0,regions_affected,exhaustive,false,true,"[""sydney"",""virginia""]",,false,0,1,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-013,facts,,0,start_utc,facts,false,false,20:40,,false,1,5,true,true,7,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-013,facts,,1,duration_minutes,conflict,false,false,118,,false,1,5,true,true,7,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-013,facts,,2,root_cause_issue,join,false,true,wrn-211,,false,1,5,true,true,7,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-013,facts,,3,regions_affected,exhaustive,false,true,"[""amsterdam"",""frankfurt""]",,false,1,5,true,true,7,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-013,facts,,4,customer_credits_eur,abstain,true,,,,false,1,5,true,true,7,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-014,facts,,0,start_utc,facts,false,false,12:15,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-014,facts,,1,duration_minutes,conflict,false,false,44,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-014,facts,,2,root_cause_issue,join,false,true,wrn-215,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-014,facts,,3,regions_affected,exhaustive,false,true,"[""amsterdam"",""dublin"",""virginia""]",,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-014,facts,,4,customer_credits_eur,abstain,true,,,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-015,facts,,0,start_utc,facts,false,false,05:50,,false,1,5,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-015,facts,,1,duration_minutes,conflict,false,false,133,,false,1,5,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-015,facts,,2,root_cause_issue,join,false,true,wrn-219,,false,1,5,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-015,facts,,3,regions_affected,exhaustive,false,false,"[""sydney"",""virginia""]",,false,1,5,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-015,facts,,4,customer_credits_eur,abstain,true,,,,false,1,5,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-twin-006,join,v2-case-015,0,root_cause_issue,join,false,true,wrn-219,,false,0,1,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-016,facts,,0,start_utc,facts,false,false,16:25,,false,1,5,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-016,facts,,1,duration_minutes,conflict,false,false,21,,false,1,5,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-016,facts,,2,root_cause_issue,join,false,true,wrn-223,,false,1,5,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-016,facts,,3,regions_affected,exhaustive,false,true,"[""amsterdam"",""sao paulo""]",,false,1,5,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-016,facts,,4,customer_credits_eur,abstain,true,,,,false,1,5,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-twin-007,exhaustive,v2-case-016,0,regions_affected,exhaustive,false,true,"[""amsterdam"",""sao paulo""]",,false,0,1,true,true,8,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-017,facts,,0,start_utc,facts,false,false,09:10,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-017,facts,,1,duration_minutes,conflict,false,false,57,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-017,facts,,2,root_cause_issue,join,false,true,wrn-227,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-017,facts,,3,regions_affected,exhaustive,false,true,"[""frankfurt"",""virginia""]",,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-017,facts,,4,customer_credits_eur,abstain,true,,,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-018,facts,,0,start_utc,facts,false,false,20:35,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-018,facts,,1,duration_minutes,conflict,false,false,88,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-018,facts,,2,root_cause_issue,join,false,true,wrn-231,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-018,facts,,3,regions_affected,exhaustive,false,true,"[""sao paulo"",""sydney"",""virginia""]",,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-018,facts,,4,customer_credits_eur,abstain,true,,,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-019,facts,,0,start_utc,facts,false,false,13:45,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-019,facts,,1,duration_minutes,conflict,false,false,17,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-019,facts,,2,root_cause_issue,join,false,true,wrn-235,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-019,facts,,3,regions_affected,exhaustive,false,true,"[""dublin"",""sydney""]",,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-019,facts,,4,customer_credits_eur,abstain,true,,,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-twin-008,join,v2-case-019,0,root_cause_issue,join,false,true,wrn-235,,false,0,1,true,true,7,4,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-020,facts,,0,start_utc,facts,false,true,04:30,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-020,facts,,1,duration_minutes,conflict,false,true,142,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-020,facts,,2,root_cause_issue,join,false,true,wrn-239,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-020,facts,,3,regions_affected,exhaustive,false,true,"[""amsterdam"",""frankfurt"",""sao paulo""]",,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-020,facts,,4,customer_credits_eur,abstain,true,,,,false,1,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-021,aggregation,,0,total_eur,aggregation,false,true,25000,,false,1,6,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-021,aggregation,,1,term_months,conflict,false,true,12,,false,1,6,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-021,aggregation,,2,signed_by,entities,false,true,nadia oyelaran,,false,1,6,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-021,aggregation,,3,renewal_date,supersession,false,false,2028-03-31,,false,1,6,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-021,aggregation,,4,covered_services,exhaustive,false,true,"[""penetration test"",""readiness review""]",,false,1,6,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-021,aggregation,,5,audit_fee_per_control_eur,abstain,true,,,,false,1,6,true,true,7,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-twin-009,aggregation,v2-case-021,0,total_eur,aggregation,false,true,25000,,false,0,1,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-022,aggregation,,0,total_eur,aggregation,false,true,54500,,false,0,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-022,aggregation,,1,term_months,conflict,false,true,24,,false,0,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-022,aggregation,,2,signed_by,entities,false,true,sofia brandt,,false,0,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-022,aggregation,,3,renewal_date,supersession,false,false,2028-05-15,,false,0,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-022,aggregation,,4,covered_services,exhaustive,false,true,"[""edge caching"",""log delivery""]",,false,0,5,true,true,8,5,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-023,aggregation,,0,total_eur,aggregation,false,true,15000,,false,1,6,true,true,9,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-023,aggregation,,1,term_months,conflict,false,true,6,,false,1,6,true,true,9,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-023,aggregation,,2,signed_by,entities,false,true,tomas ruiz,,false,1,6,true,true,9,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-023,aggregation,,3,renewal_date,supersession,false,true,2028-01-15,,false,1,6,true,true,9,6,0,0,0,0,0.000000,0,stop,
20260903-1856-null,null,mock,null,v2,f7bbdd5fe0812c4d,1c5c35327076c6b6,v2-case-023,aggregation,,4,covered_services,exhaustive,false,true,"[""report review"",""scripted runs""]",,false,1,6,true,true,9,6,0,0,0,0,0.000000,0,stop,
